Name;Rating;Reviews;Size;Price;Restriction;Category;Genres;Last Updated;Age;Nationality;Gender
Apk Installer;3.8;7750;292k;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;June 29, 2011;50;FRA;OTHER
SAMSUNG RETAILMODE 2018;4.3;6;5.5M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;August 3, 2018;7;SGP;MALE
OpenCV Manager;3.7;12657;Varies with device;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;September 21, 2015;67;CZE;OTHER
Eternal life;5;26;2.5M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;May 24, 2018;77;CZE;MALE
V380s;3.2;1919;8.1M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;July 11, 2018;49;ITA;OTHER
Cool Popular Ringtones 2018 🔥;4.5;60170;28M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;July 13, 2018;5;CZE;OTHER
Blackpink as if it's your last;4.7;831;24M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;February 20, 2018;93;GBR;OTHER
Wifi Test;4;8671;3.1M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;July 3, 2018;78;SGP;OTHER
Patience Words;NaN;31;3.4M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;December 14, 2017;87;USA;OTHER
Market Update Helper;4.1;20145;11k;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;February 12, 2013;68;USA;FEMALE
Ayyush wih wih new without Net;3.8;912;13M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;January 9, 2018;5;RUS;MALE
Girls Nancy Ajram Without Net;4.7;2639;19M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;December 11, 2017;53;FRA;OTHER
R M Lock Screen;4.5;399;9.5M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;May 22, 2018;35;ITA;MALE
Mama Lala 's song;NaN;102;21M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;July 1, 2018;60;RUS;MALE
Barcode Scanner;4.2;3945;9.4M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;January 9, 2018;88;FRA;MALE
Young Speeches;NaN;2221;2.4M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;January 8, 2017;30;GER;FEMALE
New Ringtones 2018;4.1;3781;36M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;April 15, 2018;25;CZE;OTHER
EyeCloud;3.1;1267;55M;0;Everyone;LIBRARIES_AND_DEMO;Libraries & Demo;August 2, 2018;70;USA;FEMALE
Dollhouse Decorating Games;4.1;18968;32M;0;Teen;LIFESTYLE;Lifestyle;April 26, 2018;59;CZE;OTHER
metroZONE;4.1;47497;34M;0;Everyone;LIFESTYLE;Lifestyle;June 8, 2018;20;RUS;OTHER
Easy Hair Style Design;4.3;601;5.1M;0;Everyone;LIFESTYLE;Lifestyle;December 20, 2017;16;CZE;FEMALE
Talking Babsy Baby: Baby Games;4;140995;100M;0;Everyone;LIFESTYLE;Lifestyle;;15;SGP;OTHER
Black Wallpaper;4.6;51357;80M;0;Everyone;LIFESTYLE;Lifestyle;July 31, 2018;81;RUS;OTHER
Girly Wallpapers Backgrounds;4.4;13565;3.3M;0;Everyone;LIFESTYLE;Lifestyle;August 5, 2018;19;EST;FEMALE
Chart - Myanmar Keyboard;4.4;39364;28M;0;Everyone;LIFESTYLE;Lifestyle;July 17, 2018;16;GBR;OTHER
Easy Makeup Tutorials;4.3;7287;5.0M;0;Everyone;LIFESTYLE;Lifestyle;November 3, 2016;24;ESP;MALE
Horoscopes – Daily Zodiac Horoscope and Astrology;4.6;161143;11M;0;Everyone;LIFESTYLE;Lifestyle;June 25, 2018;26;CZE;MALE
Entel;3.2;16168;55M;0;Everyone;LIFESTYLE;Lifestyle;July 26, 2018;52;ESP;FEMALE
ZenUI Safeguard;4.5;100;7.1M;0;Everyone;LIFESTYLE;Lifestyle;May 9, 2018;90;ESP;OTHER
Live 4D Results ! (MY & SG);4.6;116079;3.2M;0;Everyone;LIFESTYLE;Lifestyle;May 20, 2018;56;ITA;MALE
Diary with lock;4.6;815893;4.4M;0;Everyone;LIFESTYLE;Lifestyle;June 30, 2018;95;FRA;MALE
FOSSIL Q: DESIGN YOUR DIAL;4.3;985;16M;0;Everyone;LIFESTYLE;Lifestyle;May 31, 2018;95;ESP;OTHER
Telstra;3;4260;6.3M;0;Everyone;LIFESTYLE;Lifestyle;August 8, 2017;95;FRA;OTHER
Family Locator - GPS Tracker;4.4;726074;45M;0;Everyone;LIFESTYLE;Lifestyle;August 2, 2018;59;ESP;FEMALE
Van Nien 2018 - Lich Van su & Lich Am;4.4;3829;23M;0;Everyone;LIFESTYLE;Lifestyle;June 1, 2018;44;USA;OTHER
Safeway;4.3;33572;37M;0;Everyone;LIFESTYLE;Lifestyle;August 2, 2018;9;ESP;MALE
HTC Speak;3.5;6145;13M;0;Everyone;LIFESTYLE;Lifestyle;June 30, 2016;91;RUS;MALE
Kawaii Easy Drawing : How to draw Step by Step;4.3;34327;8.1M;0;Everyone;LIFESTYLE;Lifestyle;July 17, 2018;63;USA;FEMALE
Tattoodo - Find your next tattoo;4.5;7457;13M;0;Teen;LIFESTYLE;Lifestyle;August 3, 2018;12;RUS;OTHER
H&M;3.7;41941;14M;0;Everyone;LIFESTYLE;Lifestyle;July 30, 2018;14;USA;FEMALE
Samsung+;4.5;82145;30M;0;Everyone;LIFESTYLE;Lifestyle;July 5, 2018;84;CZE;FEMALE
Anime Avatar Creator: Make Your Own Avatar;4.2;10944;36M;0;Everyone;LIFESTYLE;Lifestyle;June 15, 2018;18;RUS;OTHER
Beautiful Design Birthday Cake;4.3;665;3.0M;0;Everyone;LIFESTYLE;Lifestyle;August 4, 2018;34;GER;FEMALE
Pronunciation and know the name of the caller from his number;4.6;2167;1.4M;0;Everyone;LIFESTYLE;Lifestyle;January 7, 2018;7;ESP;FEMALE
Super Slime Simulator - Satisfying Slime App;4.5;53652;39M;0;Everyone;LIFESTYLE;Lifestyle;August 5, 2018;24;GBR;MALE
Caf - My Account;3.9;18961;1.8M;0;Everyone;LIFESTYLE;Lifestyle;September 24, 2015;75;ITA;OTHER
H Pack;4.3;9412;1.7M;0;Everyone;LIFESTYLE;Lifestyle;December 17, 2016;50;GER;FEMALE
Family convenience store FamilyMart;3.3;9663;19M;0;Everyone;LIFESTYLE;Lifestyle;July 16, 2018;82;RUS;MALE
သိင်္ Astrology - Min Thein Kha BayDin;4.7;2225;15M;0;Everyone;LIFESTYLE;Lifestyle;July 26, 2018;78;GER;FEMALE
w UN map;4.2;23164;10.0M;0;Mature;LIFESTYLE;Lifestyle;July 24, 2018;31;ITA;OTHER
Official Matsumoto Kiyoshi application;3.2;3031;2.7M;0;Everyone;LIFESTYLE;Lifestyle;July 3, 2018;47;EST;MALE
Galaxy Gift;4.4;95557;16M;0;Everyone;LIFESTYLE;Lifestyle;July 23, 2018;41;CZE;MALE
PASS by KT (formerly KT certified);3.5;7869;21M;0;Everyone;LIFESTYLE;Lifestyle;August 1, 2018;34;PRT;OTHER
Safety stepping stone;3.7;4212;20M;0;Everyone;LIFESTYLE;Lifestyle;July 25, 2018;81;EST;OTHER
Rate Guide Bill Letter;3.8;17368;14M;0;Everyone;LIFESTYLE;Lifestyle;June 27, 2018;70;USA;OTHER
US Mission - buy gourmet movie KTV;3.8;6554;76M;0;Teen;LIFESTYLE;Lifestyle;June 20, 2018;75;USA;FEMALE
OK cashbag [point of pleasure];3.7;33264;18M;0;Everyone;LIFESTYLE;Lifestyle;June 15, 2018;29;CZE;FEMALE
JOANN - Crafts & Coupons;4.6;34782;12M;0;Everyone;LIFESTYLE;Lifestyle;June 22, 2018;28;FRA;FEMALE
MK eCatalog;4;6676;6.2M;0;Everyone;LIFESTYLE;Lifestyle;February 21, 2018;74;SGP;OTHER
Vaniday - Beauty Booking App;3.6;1067;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;March 20, 2018;12;CZE;MALE
Fashion in Vogue;3.8;1797;6.8M;0;Everyone;LIFESTYLE;Lifestyle;September 27, 2016;83;RUS;MALE
Mirror;4.1;367505;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;July 25, 2018;30;SGP;FEMALE
StyleSeat;4.7;20304;24M;0;Everyone;LIFESTYLE;Lifestyle;July 31, 2018;15;USA;FEMALE
Wedding Countdown Widget;3.9;7376;19M;0;Everyone;LIFESTYLE;Lifestyle;January 11, 2018;81;FRA;FEMALE
My Day - Countdown Calendar 🗓️;4.1;49147;13M;0;Everyone;LIFESTYLE;Lifestyle;May 7, 2018;60;PRT;OTHER
justWink Greeting Cards;4.6;69177;15M;0;Teen;LIFESTYLE;Lifestyle;August 2, 2017;67;ESP;OTHER
Wedding LookBook by The Knot;4.2;3448;13M;0;Everyone;LIFESTYLE;Lifestyle;July 9, 2018;58;CZE;OTHER
Vaniday - Beauty Booking App;3.6;1067;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;March 20, 2018;50;FRA;OTHER
Big Days - Events Countdown;4.6;39724;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;June 29, 2018;81;ESP;MALE
Wedding Planner by WeddingWire - Venues;4.2;3788;44M;0;Everyone;LIFESTYLE;Lifestyle;July 24, 2018;66;ITA;OTHER
Been Together (Ad) - D-day;4.4;95736;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;July 30, 2018;96;ESP;FEMALE
WedMeGood - Wedding Planner;4.6;1658;9.7M;0;Everyone;LIFESTYLE;Lifestyle;July 31, 2018;52;ITA;FEMALE
StyleSeat;4.7;20304;24M;0;Everyone;LIFESTYLE;Lifestyle;July 31, 2018;7;USA;FEMALE
DIY Garden Ideas;4.1;3309;13M;0;Everyone;LIFESTYLE;Lifestyle;August 5, 2018;24;PRT;FEMALE
Brit + Co;3.9;987;4.5M;0;Everyone;LIFESTYLE;Lifestyle;August 29, 2017;15;SGP;FEMALE
Creative Ideas - DIY & Craft;4;5208;4.5M;0;Teen;LIFESTYLE;Lifestyle;November 23, 2017;37;PRT;MALE
Homestyler Interior Design & Decorating Ideas;4.1;78298;29M;0;Everyone;LIFESTYLE;Lifestyle;August 2, 2018;90;ITA;OTHER
JOANN - Crafts & Coupons;4.6;34802;12M;0;Everyone;LIFESTYLE;Lifestyle;June 22, 2018;77;ITA;OTHER
Wheretoget: Shop in style;4.1;6808;12M;0;Teen;LIFESTYLE;Lifestyle;June 5, 2017;44;EST;FEMALE
My Dressing - Fashion closet;4.1;12452;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;January 26, 2017;33;GBR;OTHER
Chictopia;4.1;360;4.6M;0;Everyone;LIFESTYLE;Lifestyle;April 30, 2014;53;USA;MALE
Scarf Fashion Designer;4.4;16637;10M;0;Everyone;LIFESTYLE;Lifestyle;June 18, 2017;87;GBR;MALE
Fashion in Vogue;3.8;1797;6.8M;0;Everyone;LIFESTYLE;Lifestyle;September 27, 2016;40;GBR;MALE
Zara;4.3;95904;33M;0;Everyone;LIFESTYLE;Lifestyle;July 30, 2018;67;FRA;OTHER
Wheretoget: Shop in style;4.1;6808;12M;0;Teen;LIFESTYLE;Lifestyle;June 5, 2017;23;SGP;OTHER
My Dressing - Fashion closet;4.1;12452;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;January 26, 2017;96;PRT;FEMALE
Chictopia;4.1;360;4.6M;0;Everyone;LIFESTYLE;Lifestyle;April 30, 2014;53;GBR;MALE
Scarf Fashion Designer;4.4;16637;10M;0;Everyone;LIFESTYLE;Lifestyle;June 18, 2017;65;ESP;MALE
Fashion in Vogue;3.8;1797;6.8M;0;Everyone;LIFESTYLE;Lifestyle;September 27, 2016;3;FRA;OTHER
Zara;4.3;95905;33M;0;Everyone;LIFESTYLE;Lifestyle;July 30, 2018;56;ITA;FEMALE
Real Estate by Movoto;4.4;3114;13M;0;Everyone;LIFESTYLE;Lifestyle;February 20, 2018;0;ITA;OTHER
Etta Homes;4.2;220;15M;0;Everyone;LIFESTYLE;Lifestyle;July 26, 2018;69;ESP;MALE
Houlihan Lawrence;4.4;33;23M;0;Everyone;LIFESTYLE;Lifestyle;October 12, 2017;60;SGP;MALE
Home Scouting® MLS Mobile;4.3;1533;7.7M;0;Everyone;LIFESTYLE;Lifestyle;September 27, 2016;62;FRA;MALE
Housing-Real Estate & Property;4.1;28301;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;July 13, 2018;30;GBR;FEMALE
ZipRealty Real Estate & Homes;4;3937;15M;0;Everyone;LIFESTYLE;Lifestyle;July 27, 2018;5;GBR;FEMALE
Sotheby's International Realty;4.2;894;25M;0;Everyone;LIFESTYLE;Lifestyle;April 9, 2018;48;ESP;OTHER
Zoopla Property Search UK - Home to buy & rent;4.1;21195;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;June 22, 2018;59;GBR;FEMALE
Neighborhoods & Apartments;3.9;2042;3.0M;0;Everyone;LIFESTYLE;Lifestyle;August 28, 2015;74;PRT;MALE
Keller Williams Real Estate;4.4;13213;22M;0;Everyone;LIFESTYLE;Lifestyle;March 28, 2018;97;PRT;OTHER
Relax Rain ~ Rain Sounds;4.6;118034;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;August 2, 2018;61;USA;MALE
Relax Ocean ~ Nature Sounds;4.5;9464;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;July 18, 2017;36;SGP;OTHER
Bed Time Fan - White Noise Sleep Sounds;4.5;10097;7.5M;0;Everyone;LIFESTYLE;Lifestyle;April 26, 2018;35;EST;MALE
Nature Sounds;4.8;28588;24M;0;Everyone;LIFESTYLE;Lifestyle;March 1, 2018;26;ITA;OTHER
SleepyTime: Bedtime Calculator;4.4;19621;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;February 27, 2016;18;USA;MALE
White Noise Baby;4.5;10544;44M;0;Everyone;LIFESTYLE;Lifestyle;June 18, 2018;71;FRA;FEMALE
White Noise ~ Sleeping Sounds;4.5;4427;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;June 23, 2017;46;GER;FEMALE
Journey - Diary;4.6;50338;Varies with device;0;Everyone;LIFESTYLE;Lifestyle;July 23, 2018;16;GBR;MALE
7 Day Food Journal Challenge;4.5;3346;14M;0;Teen;LIFESTYLE;Lifestyle;March 8, 2017;47;GBR;FEMALE
ROBLOX;4.5;4447388;67M;0;Everyone;GAME;Adventure;;65;PRT;FEMALE
Subway Surfers;4.5;27722264;76M;0;Everyone;GAME;Arcade;July 12, 2018;68;ITA;FEMALE
Candy Crush Saga;4.4;22426677;74M;0;Everyone;GAME;Casual;July 5, 2018;73;USA;OTHER
Solitaire;4.7;254258;23M;0;Everyone;GAME;Card;August 1, 2018;64;GBR;FEMALE
Bubble Shooter;4.5;148897;46M;0;Everyone;GAME;Casual;July 17, 2018;40;GER;FEMALE
Hello Kitty Nail Salon;4.2;369203;24M;0;Everyone;GAME;Casual;;42;CZE;OTHER
slither.io;4.4;5234162;Varies with device;0;Everyone;GAME;Action;November 14, 2017;90;SGP;MALE
Clash Royale;4.6;23133508;97M;0;Everyone;GAME;Strategy;June 27, 2018;27;EST;MALE
Temple Run 2;4.3;8118609;62M;0;Everyone;GAME;Action;July 5, 2018;85;GBR;OTHER
Pou;4.3;10485308;24M;0;Everyone;GAME;Casual;May 25, 2018;54;GBR;MALE
Helix Jump;4.2;1497361;33M;0;Everyone;GAME;Action;April 9, 2018;90;GBR;OTHER
Block Puzzle;4.6;59800;7.8M;0;Everyone;GAME;Puzzle;March 6, 2018;73;GBR;OTHER
Angry Birds Rio;4.4;2610526;46M;0;Everyone;GAME;Arcade;July 3, 2018;1;GBR;OTHER
Plants vs. Zombies FREE;4.4;4066989;69M;0;Everyone;GAME;Strategy;July 6, 2018;8;USA;FEMALE
Sonic Dash;4.5;3778921;75M;0;Everyone;GAME;Arcade;July 26, 2018;76;GER;OTHER
Candy Crush Soda Saga;4.4;6198563;67M;0;Everyone;GAME;Casual;July 10, 2018;38;FRA;MALE
Zombie Hunter King;4.3;10306;50M;0;Mature;GAME;Action;August 1, 2018;52;ESP;MALE
Clash of Clans;4.6;44891723;98M;0;Everyone;GAME;Strategy;July 15, 2018;77;SGP;MALE
Kick the Buddy;4.3;1000417;Varies with device;0;Teen;GAME;Action;July 5, 2018;92;GBR;MALE
Block Puzzle Classic Legend !;4.2;17039;4.9M;0;Everyone;GAME;Puzzle;April 13, 2018;30;GER;OTHER
PAC-MAN;4.2;685981;37M;0;Everyone;GAME;Arcade;May 15, 2018;72;SGP;FEMALE
Super Jim Jump - pixel 3d;4.5;10393;18M;0;Everyone;GAME;Arcade;July 11, 2018;82;CZE;FEMALE
8 Ball Pool;4.5;14198297;52M;0;Everyone;GAME;Sports;July 31, 2018;88;GER;OTHER
Magic Tiles 3;4.5;592068;Varies with device;0;Everyone;GAME;Music;August 3, 2018;47;SGP;MALE
Bubble Witch 3 Saga;4.7;1732263;78M;0;Everyone;GAME;Puzzle;July 17, 2018;18;GBR;FEMALE
Word Search;4.7;295241;3.9M;0;Everyone;GAME;Word;June 6, 2018;16;GBR;MALE
Granny;4.5;1135631;59M;0;Teen;GAME;Arcade;May 29, 2018;14;CZE;MALE
Angry Birds Classic;4.4;5566669;97M;0;Everyone;GAME;Arcade;May 24, 2018;34;CZE;MALE
Flow Free;4.3;1295557;11M;0;Everyone;GAME;Puzzle;April 11, 2018;89;PRT;MALE
Race the Traffic Moto;3.8;270687;38M;0;Teen;GAME;Racing;July 20, 2018;46;GER;OTHER
Fishdom;4.6;2157930;Varies with device;0;Everyone;GAME;Puzzle;July 19, 2018;82;ESP;FEMALE
Galaxy Attack: Alien Shooter;4.6;506275;Varies with device;0;Everyone;GAME;Arcade;August 1, 2018;54;CZE;OTHER
Zombie Tsunami;4.4;4920817;Varies with device;0;Everyone;GAME;Arcade;June 15, 2018;80;RUS;MALE
Bubble Shooter 2;4.3;23005;Varies with device;0;Everyone;GAME;Arcade;July 25, 2018;33;GER;OTHER
Barbie™ Fashion Closet;4.1;68057;85M;0;Everyone;GAME;Casual;;81;RUS;OTHER
Candy Crush Jelly Saga;4.3;1300490;78M;0;Everyone;GAME;Puzzle;July 20, 2018;14;PRT;OTHER
Hill Climb Racing;4.4;8923587;63M;0;Everyone;GAME;Racing;July 2, 2018;60;EST;FEMALE
Gardenscapes;4.6;4128732;Varies with device;0;Everyone;GAME;Casual;July 13, 2018;90;ESP;MALE
Marble - Temple Quest;4.3;42053;24M;0;Everyone;GAME;Puzzle;June 21, 2018;35;EST;MALE
Shooting King;4.4;257724;69M;0;Everyone;GAME;Sports;May 25, 2018;75;PRT;MALE
Zombie Catchers;4.7;990491;75M;0;Everyone;GAME;Action;May 24, 2018;98;SGP;MALE
Minion Rush: Despicable Me Official Game;4.5;10216538;Varies with device;0;Everyone;GAME;Casual;;64;SGP;FEMALE
Farm Heroes Saga;4.4;7614130;70M;0;Everyone;GAME;Casual;July 26, 2018;31;USA;FEMALE
Geometry Dash World;4.6;760628;63M;0;Everyone;GAME;Arcade;December 22, 2017;75;RUS;MALE
My Talking Angela;4.5;9881829;99M;0;Everyone;GAME;Casual;July 3, 2018;76;EST;OTHER
Cut the Rope FULL FREE;4.4;2123381;49M;0;Everyone;GAME;Puzzle;July 5, 2018;59;ESP;OTHER
Sniper 3D Gun Shooter: Free Shooting Games - FPS;4.6;7671249;Varies with device;0;Mature;GAME;Action;August 2, 2018;22;CZE;FEMALE
Subway Surfers;4.5;27723193;76M;0;Everyone;GAME;Arcade;July 12, 2018;11;ESP;OTHER
ROBLOX;4.5;4447346;67M;0;Everyone;GAME;Adventure;;81;EST;FEMALE
Pou;4.3;10485334;24M;0;Everyone;GAME;Casual;May 25, 2018;39;SGP;FEMALE
8 Ball Pool;4.5;14198602;52M;0;Everyone;GAME;Sports;July 31, 2018;77;GBR;MALE
Clash of Clans;4.6;44891723;98M;0;Everyone;GAME;Strategy;July 15, 2018;94;FRA;FEMALE
Candy Crush Saga;4.4;22428456;74M;0;Everyone;GAME;Casual;July 5, 2018;55;GBR;FEMALE
Plants vs. Zombies FREE;4.4;4066980;69M;0;Everyone;GAME;Strategy;July 6, 2018;76;ESP;MALE
Cooking Fever;4.5;3197865;82M;0;Everyone;GAME;Arcade;July 12, 2018;53;USA;FEMALE
Toon Blast;4.7;1351068;Varies with device;0;Everyone;GAME;Puzzle;July 30, 2018;14;EST;FEMALE
Score! Hero;4.6;5418675;96M;0;Everyone;GAME;Sports;June 13, 2018;37;ITA;OTHER
My Talking Angela;4.5;9881908;99M;0;Everyone;GAME;Casual;July 3, 2018;83;RUS;MALE
Bubble Shooter;4.5;148895;46M;0;Everyone;GAME;Casual;July 17, 2018;90;CZE;FEMALE
Toy Blast;4.7;1889250;Varies with device;0;Everyone;GAME;Puzzle;July 23, 2018;34;GBR;FEMALE
Miraculous Ladybug & Cat Noir - The Official Game;4.5;183846;99M;0;Everyone;GAME;Action;July 30, 2018;65;GBR;FEMALE
Wordscapes;4.8;230710;87M;0;Everyone;GAME;Word;August 2, 2018;75;GER;MALE
Word Search;4.7;295305;3.9M;0;Everyone;GAME;Word;June 6, 2018;41;RUS;OTHER
Candy Crush Soda Saga;4.4;6198880;67M;0;Everyone;GAME;Casual;July 10, 2018;62;GER;OTHER
Fishdom;4.6;2157930;Varies with device;0;Everyone;GAME;Puzzle;July 19, 2018;90;RUS;FEMALE
Garena Free Fire;4.5;5465624;53M;0;Teen;GAME;Action;August 3, 2018;16;FRA;MALE
Block Puzzle;4.6;59854;7.8M;0;Everyone;GAME;Puzzle;March 6, 2018;17;GBR;MALE
Bowmasters;4.7;1534466;Varies with device;0;Teen;GAME;Action;July 23, 2018;19;FRA;OTHER
Clash Royale;4.6;23134775;97M;0;Everyone;GAME;Strategy;June 27, 2018;0;GBR;OTHER
My Talking Tom;4.5;14891223;Varies with device;0;Everyone;GAME;Casual;July 19, 2018;75;CZE;FEMALE
Sniper 3D Gun Shooter: Free Shooting Games - FPS;4.6;7672495;Varies with device;0;Mature;GAME;Action;August 2, 2018;30;RUS;MALE
Granny;4.5;1137271;59M;0;Teen;GAME;Arcade;May 29, 2018;0;GBR;FEMALE
Galaxy Attack: Alien Shooter;4.6;506275;Varies with device;0;Everyone;GAME;Arcade;August 1, 2018;88;PRT;OTHER
Angry Birds Rio;4.4;2610622;46M;0;Everyone;GAME;Arcade;July 3, 2018;16;USA;OTHER
Zombie Catchers;4.7;990586;75M;0;Everyone;GAME;Action;May 24, 2018;27;SGP;MALE
Zombie Hunter King;4.3;10354;50M;0;Mature;GAME;Action;August 1, 2018;44;ITA;OTHER
Temple Run 2;4.3;8118937;62M;0;Everyone;GAME;Action;July 5, 2018;75;ESP;FEMALE
Zombie Tsunami;4.4;4921122;Varies with device;0;Everyone;GAME;Arcade;June 15, 2018;23;ITA;MALE
Jungle Marble Blast;4.3;18985;23M;0;Everyone;GAME;Casual;July 23, 2018;19;RUS;MALE
Rider;4.5;655067;72M;0;Teen;GAME;Arcade;July 17, 2017;29;ITA;MALE
Farm Heroes Saga;4.4;7614271;70M;0;Everyone;GAME;Casual;July 26, 2018;18;SGP;OTHER
Super Jim Jump - pixel 3d;4.5;10434;18M;0;Everyone;GAME;Arcade;July 11, 2018;58;EST;FEMALE
slither.io;4.4;5234825;Varies with device;0;Everyone;GAME;Action;November 14, 2017;80;PRT;OTHER
Roll the Ball® - slide puzzle;4.5;1385093;35M;0;Everyone;GAME;Puzzle;August 2, 2018;2;GBR;OTHER
Talking Tom Gold Run;4.6;2698348;78M;0;Everyone;GAME;Action;July 31, 2018;71;GBR;OTHER
Pixel Art: Color by Number Game;4.7;1125017;25M;0;Everyone;GAME;Puzzle;July 17, 2018;52;SGP;OTHER
Dream League Soccer 2018;4.6;9882639;74M;0;Everyone;GAME;Sports;July 16, 2018;85;CZE;OTHER
Angry Birds Classic;4.4;5566805;97M;0;Everyone;GAME;Arcade;May 24, 2018;35;SGP;FEMALE
Fruits Bomb;4.4;74673;17M;0;Everyone;GAME;Casual;July 6, 2018;83;PRT;FEMALE
Traffic Racer;4.5;5387639;53M;0;Everyone;GAME;Racing;February 27, 2018;15;USA;FEMALE
Hill Climb Racing 2;4.6;2750410;Varies with device;0;Everyone;GAME;Racing;August 2, 2018;50;ITA;FEMALE
Flow Free;4.3;1295606;11M;0;Everyone;GAME;Puzzle;April 11, 2018;57;USA;FEMALE
Knife Hit;4.5;461137;60M;0;Everyone;GAME;Arcade;May 22, 2018;82;GBR;MALE
Block Craft 3D: Building Simulator Games For Free;4.5;946926;57M;0;Everyone;GAME;Simulation;March 5, 2018;10;GER;OTHER
Farm Fruit Pop: Party Time;4.4;9305;14M;0;Everyone;GAME;Casual;August 2, 2018;60;CZE;MALE
ROBLOX;4.5;4448791;67M;0;Everyone;GAME;Adventure;;39;RUS;FEMALE
Helix Jump;4.2;1498648;33M;0;Everyone;GAME;Action;April 9, 2018;83;EST;MALE
Subway Surfers;4.5;27724094;76M;0;Everyone;GAME;Arcade;July 12, 2018;62;FRA;MALE
Candy Crush Saga;4.4;22428456;74M;0;Everyone;GAME;Casual;July 5, 2018;73;GBR;MALE
Toon Blast;4.7;1351089;Varies with device;0;Everyone;GAME;Puzzle;July 30, 2018;71;CZE;OTHER
Love Balls;4.2;360630;40M;0;Everyone;GAME;Puzzle;July 31, 2018;87;SGP;OTHER
Granny;4.5;1137267;59M;0;Teen;GAME;Arcade;May 29, 2018;0;RUS;FEMALE
8 Ball Pool;4.5;14200344;52M;0;Everyone;GAME;Sports;July 31, 2018;62;CZE;FEMALE
Sniper 3D Gun Shooter: Free Shooting Games - FPS;4.6;7672495;Varies with device;0;Mature;GAME;Action;August 2, 2018;85;ITA;OTHER
slither.io;4.4;5234810;Varies with device;0;Everyone;GAME;Action;November 14, 2017;7;ITA;OTHER
Hungry Shark Evolution;4.5;6074334;100M;0;Teen;GAME;Arcade;July 25, 2018;52;ESP;MALE
Temple Run 2;4.3;8118937;62M;0;Everyone;GAME;Action;July 5, 2018;31;RUS;FEMALE
Kick the Buddy;4.3;1000417;Varies with device;0;Teen;GAME;Action;July 5, 2018;83;CZE;FEMALE
Magic Tiles 3;4.5;592282;Varies with device;0;Everyone;GAME;Music;August 3, 2018;85;PRT;OTHER
Bowmasters;4.7;1535084;Varies with device;0;Teen;GAME;Action;July 23, 2018;95;RUS;FEMALE
Piano Tiles 2™;4.7;8118880;Varies with device;0;Everyone;GAME;Arcade;August 3, 2018;89;USA;OTHER
Pokémon GO;4.1;10424925;85M;0;Everyone;GAME;Adventure;July 23, 2018;7;EST;FEMALE
Wordscapes;4.8;230727;87M;0;Everyone;GAME;Word;August 2, 2018;49;RUS;OTHER
Paint Hit;4.4;37023;33M;0;Everyone;GAME;Casual;July 6, 2018;70;EST;FEMALE
Snake VS Block;4.2;422244;32M;0;Teen;GAME;Arcade;April 23, 2018;69;SGP;OTHER
Rolly Vortex;4.4;98123;40M;0;Teen;GAME;Arcade;May 25, 2018;47;RUS;FEMALE
Woody Puzzle;4.7;21262;29M;0;Everyone;GAME;Puzzle;August 3, 2018;7;GBR;MALE
Stack Jump;4.3;118253;40M;0;Teen;GAME;Arcade;May 3, 2018;83;ITA;MALE
Color by Number – New Coloring Book;4.7;141529;24M;0;Everyone;GAME;Board;August 1, 2018;16;RUS;FEMALE
The Cube;4.2;70226;38M;0;Everyone;GAME;Arcade;July 25, 2018;67;FRA;FEMALE
Extreme Car Driving Simulator;4.3;2251012;52M;0;Everyone;GAME;Racing;May 3, 2018;95;RUS;FEMALE
Bricks n Balls;4.4;30253;Varies with device;0;Everyone;GAME;Casual;August 5, 2018;96;GER;FEMALE
